category,title,link,content,author,date
Business,"
					London listed Ariana Resources Reports Significant Value Increase in Dokwe Project				",https://www.thezimbabwemail.com/business/london-listed-ariana-resources-reports-significant-value-increase-in-dokwe-project/,Ariana Resources PLC has announced a substantial increase in the value of its Dokwe project ,,
Business,"
					Wholesalers Embrace ZiG Currency, Streamlining Trade Across Production and Retail Chain				",https://www.thezimbabwemail.com/business/wholesalers-embrace-zig-currency-streamlining-trade-across-production-and-retail-chain/,"HARARE – In a significant development, wholesalers have seamlessly integrated their systems with the newly ",,
Business,"
					Iconic Meikles Hotel in Harare Renamed Hyatt Regency After Five-Year Acquisition				",https://www.thezimbabwemail.com/business/iconic-meikles-hotel-in-harare-renamed-hyatt-regency-after-five-year-acquisition/,"Harare – Zimbabwe’s renowned Meikles Hotel, a historic landmark in the heart of Harare, has ",,
Business,"
					PwC to Exit Zimbabwe as Deloitte’s Departure Sets Industry Precedent				",https://www.thezimbabwemail.com/business/pwc-to-exit-zimbabwe-as-deloittes-departure-sets-industry-precedent/,"HARARE – PriceWaterhouseCoopers (PwC), one of the globe’s leading accountancy firms, is slated to withdraw ",,
Business,"
					New Charter Airline Plans London-Harare Flights by June				",https://www.thezimbabwemail.com/business/new-charter-airline-plans-london-harare-flights-by-june/,"LONDON, UK – A UK-based virtual carrier, Fly Phoenix Direct Limited, is set to inaugurate ",,
Business,"
					RBZ Governor Threatens Supermarkets with Licence Revocation Over Exchange Rate Violations				",https://www.thezimbabwemail.com/business/rbz-governor-threatens-supermarkets-with-licence-revocation-over-exchange-rate-violations/,HARARE – Reserve Bank of Zimbabwe (RBZ) Governor John Mushayavhanu has issued a stern warning ,,
Business,"
					Zimbabwean Businesses Encouraged to Seize Opportunities in Iran’s Economic Diplomatic Offensive				",https://www.thezimbabwemail.com/business/zimbabwean-businesses-encouraged-to-seize-opportunities-in-irans-economic-diplomatic-offensive/,"Zimbabwe’s Ambassador to Iran, Bright Kupemba, has urged Zimbabwean businesses to capitalize on the opportunities ",,
Politics,"
					Zanu PF’s Bid to Extend Mnangagwa’s Presidency Sparks Concerns				",https://www.thezimbabwemail.com/main/zanu-pfs-bid-to-extend-mnangagwas-presidency-sparks-concerns/,HARARE – Recent remarks by President Emmerson Mnangagwa suggesting a desire to “rule forever” have ,,
Politics,"
					Mutsvangwa Accuses Chiwenga For His Son’s Arrest				",https://www.thezimbabwemail.com/politics/mutsvangwa-accuses-chiwenga-for-his-sons-arrest/,"Harare,— In an unprecedented move, Zanu PF spokesman Chris Mutsvangwa launched a scathing attack on ",,
Politics,"
					Ramaphosa Defends ANC’s Invitation to ZANU PF Amid Opposition Backlash				",https://www.thezimbabwemail.com/main/ramaphosa-defends-ancs-invitation-to-zanu-pf-amid-opposition-backlash/,JOAHHENSBURG – South African President Cyril Ramaphosa has brushed off criticism from opposition parties regarding ,,
Politics,"
					South African opposition in panic mode over Zanu PF-ANC team work				",https://www.thezimbabwemail.com/politics/south-african-opposition-in-panic-mode-over-zanu-pf-assisting-anc/,"JOHANNESBURG – South Africa’s official opposition, the Democratic Alliance (DA), has leveled accusations against the ",,
Politics,"
					Mnangagwa Appoints Commission to Probe Harare City Council				",https://www.thezimbabwemail.com/main/mnangagwa-appoints-commission-to-probe-harare-city-council/,HARARE – President Emmerson Mnangagwa has taken a decisive step in addressing governance concerns within ,,
Politics,"
					SADC Engages Chamisa to Resolve Zimbabwe’s Electoral Dispute				",https://www.thezimbabwemail.com/main/sadc-engages-chamisa-to-resolve-zimbabwes-electoral-dispute/,HARARE – Engagements are currently underway between the Southern African Development Community (Sadc) and embattled ,,
Politics,"
					ANC looks to Zanu PF’s legendary survival instincts				",https://www.thezimbabwemail.com/politics/anc-looks-to-zanu-pfs-survival-instincts/,"Zimbabwe’s ruling Zanu PF party has reportedly received an invitation from its ally, the African ",,
Politics,"
					ZBC Appoints Zanu PF Youth Leader as Acting CEO Amid Controversy				",https://www.thezimbabwemail.com/politics/zbc-appoints-zanu-pf-youth-leader-as-acting-ceo-amid-controversy/,Harare – The Zimbabwe Broadcasting Corporation (ZBC) has stirred controversy with its recent appointment of ,,
Politics,"
					ZANU PF wades into Zimbabwe Gold Currency (ZiG)				",https://www.thezimbabwemail.com/politics/zanu-pf-wades-into-zimbabwe-gold-currency-zig/,HARARE — ZANU PF’s Harare Province has voiced its support for the introduction of the ,,
Politics,"
					Job Sikhala to speak at UN Summit				",https://www.thezimbabwemail.com/politics/job-sikhala-to-speak-at-un-summit/,"GENEVA – Job Sikhala, a prominent opposition figure and former Member of Parliament from Chitungwiza, ",,
Entertainment,"
					Sean “Diddy” Combs Seeks Dismissal of Rape Lawsuit, Denounces Allegations as False				",https://www.thezimbabwemail.com/entertainment/sean-diddy-combs-seeks-dismissal-of-rape-lawsuit-denounces-allegations-as-false/,NEW YORK – Sean “Diddy” Combs has made a legal move to dismiss a lawsuit ,,
Entertainment,"
					Drake vs Kendrick Lamar: The explosive rap battle that has shook the hip-hop world				",https://www.thezimbabwemail.com/entertainment/drake-vs-kendrick-lamar-the-explosive-rap-battle-that-has-shook-the-hip-hop-world/,"THE longstanding feud between hip-hop heavyweights Drake and Kendrick Lamar has ignited once again, marking ",,
Entertainment,"
					Justin and Hailey Bieber Expecting First Child and Renew Vows				",https://www.thezimbabwemail.com/entertainment/justin-and-hailey-bieber-expecting-first-child-and-renew-vows/,NEW YORK — The anticipation is as high as the notes in his 2010 chart-topper ,,
Entertainment,"
					Janet Jackson’s Career Journey to Be Immortalized in New Comic Book Release				",https://www.thezimbabwemail.com/entertainment/janet-jacksons-career-journey-to-be-immortalized-in-new-comic-book-release/,"LOS ANGELES,- TidalWave Comics is set to launch a captivating new comic book that promises ",,
Entertainment,"
					Drake Denies Allegations of Underage Relationships and Secret Love Child Amidst Feud with Kendrick Lamar				",https://www.thezimbabwemail.com/entertainment/drake-denies-allegations-of-underage-relationships-and-secret-love-child-amidst-feud-with-kendrick-lamar/,TORONTO — The ongoing feud between Drake and Kendrick Lamar has taken a controversial turn ,,
Entertainment,"
					Security Guard Injured in Shooting Incident at Drake’s Toronto Mansion				",https://www.thezimbabwemail.com/entertainment/security-guard-injured-in-shooting-incident-at-drakes-toronto-mansion/,"Toronto, Canada – A shooting incident occurred at Canadian rapper Drake’s mansion in Toronto in ",,
Entertainment,"
					Madonna attracts 1.6 million to free concert at Brazil’s Copacabana beach				",https://www.thezimbabwemail.com/entertainment/madonna-attracts-1-6-million-to-free-concert-at-brazils-copacabana-beach/,"RIO DE JANEIRO,- More than a million people thronged Brazil’s Copacabana beach for a free ",,
Entertainment,"
					Mary J. Blige enlists Taraji P. Henson, Tiffany Haddish and more for women’s summit in New York				",https://www.thezimbabwemail.com/entertainment/mary-j-blige-enlists-taraji-p-henson-tiffany-haddish-and-more-for-womens-summit-in-new-york/,LOS ANGELES — Mary J. Blige is bringing her mission to empower women beyond her ,,
Entertainment,"
					The Rolling Stones show no signs of slowing down as they begin their latest tour				",https://www.thezimbabwemail.com/entertainment/the-rolling-stones-show-no-signs-of-slowing-down-as-they-begin-their-latest-tour/,HOUSTON — Time marches on and all good things must come to an end. But ,,
Entertainment,"
					Chicago appeals court rejects R. Kelly ‘s challenge of 20-year sentence				",https://www.thezimbabwemail.com/entertainment/chicago-appeals-court-rejects-r-kelly-s-challenge-of-20-year-sentence/,CHICAGO — The singer R. Kelly was correctly sentenced to 20 years in prison on ,,
